,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Johns Hopkins University,-2092.539,3652.5713,1336.412,-461.58536,42.55987,-4220.2114,-313.9901,4609.122,-2628.3894,-3454.2278,-1389.1738,-2366.236,667.60254,2422.0344,1544.9758,-1546.1082,2638.1313,729.35455,-1534.5793,-6832.14,1873.9413,1085.7628,2657.4343,-1213.8595,1306.398,-817.5686,-3545.6016,323.21936,-3278.5808,1034.6888,2234.144,-923.0005,805.49915,-1733.681,-2011.9395,5286.321,369.8586,261.19016,-3491.5854,-451.99188,331.29926,-3140.7996,-1122.1433,597.1451,2139.1145,-439.45502,-4132.674,-1155.8439,-218.69434,699.6996,1879.1815,-1610.4946,132.02219,-61.470917,253.9986,-393.97403,2176.4053,-1226.8123,-2061.0168,-637.0253,387.45807,-2095.877,1687.5488,-539.91064,-3203.8716,3681.2148,2194.6257,2612.7668,-3833.085,1060.7754,-1334.0143,1784.3546,1530.7632,327.4445,1522.7302,297.2121,529.1304,1652.5225,-1935.0576,-728.4318,-2614.903,-1978.1952,-1182.5557,2071.191,-2107.7197,151.4752,1697.9109,-1883.6714,3448.2786,676.8309,1863.4868,-126.40758,2298.451,-10.937545,6189.277,1150.2849,2424.1726,-186.95258,1560.785,-1874.5723
Carnegie Mellon University,-3223.5083,5153.7715,1666.5538,-660.5177,156.44585,-6035.251,-674.0009,6329.2383,-3550.3088,-4385.418,-2296.3914,-3738.2366,1625.127,3217.5352,2200.7869,-2634.71,3651.9116,854.80786,-1992.964,-9495.837,2565.6526,1081.2526,3456.088,-1916.2833,1645.8507,-730.3309,-5418.17,172.6123,-4405.3833,1154.4772,3249.7688,-1205.984,642.0362,-2105.3423,-2115.8152,7199.3906,351.19376,260.9366,-4792.719,-656.2052,381.2019,-4449.2407,-1762.0558,1001.62994,2340.9548,-456.56406,-5623.698,-1322.0966,-223.60327,750.6364,2679.744,-2127.3625,709.08136,82.63494,-37.685917,-68.65866,3543.0044,-1688.2422,-2720.5413,-475.79865,453.47958,-3110.287,2263.5125,-960.42804,-4185.9277,4931.522,2763.7478,3466.755,-5121.701,1026.9968,-1990.539,2480.4082,2374.7603,933.7358,1807.9017,795.1803,640.6326,2340.2512,-2792.401,-492.2066,-4078.2742,-2524.916,-1394.1617,2497.6611,-2978.9578,348.9881,1666.6483,-2694.3765,5105.776,934.2131,2646.1377,13.439013,3145.0137,-178.5623,8476.668,1696.815,3149.98,-336.84857,2306.6628,-2508.2454
University of Michigan - Ann Arbor,-3113.29,5742.663,2136.7795,-993.6127,254.85614,-6179.8135,-456.9516,6767.8306,-4027.4885,-5534.1025,-2021.4884,-3749.4656,1032.5516,4004.8264,2517.2522,-2268.5115,3995.581,1430.3334,-1993.7268,-10280.694,2745.552,1289.7411,3710.386,-1997.2468,2105.9988,-1015.6027,-5530.371,208.23679,-4920.1924,1464.4396,3298.8994,-1151.733,1347.7598,-2544.2175,-3242.8025,7471.6704,533.43005,812.29645,-5208.8843,-900.00256,448.85532,-4588.866,-1883.5283,1031.5691,3092.869,-994.0656,-6273.4043,-1814.1443,25.145863,1463.7003,2504.1384,-2521.6875,311.77652,18.836447,339.45297,-33.796425,3336.2515,-1678.7095,-3037.7092,-1014.7749,522.35626,-3236.1135,2390.4062,-737.0072,-4612.2363,5862.0684,2904.2344,3912.1511,-5546.6533,1509.4045,-1931.4866,3067.7266,2557.3877,428.57996,2414.961,766.35297,868.71985,2376.0806,-2890.8406,-1136.6113,-4033.7544,-3684.4697,-1688.669,3005.5718,-2925.9734,104.21481,2840.3025,-3120.603,4972.762,836.7476,3011.7517,-191.7122,3184.6382,281.77698,8959.889,1478.3312,3394.5747,-180.16118,2608.0442,-2577.225
University of California - Los Angeles,-3225.499,5803.002,2007.6991,-828.17566,-9.6060705,-6402.1797,-430.34616,7009.288,-4233.7363,-5515.9375,-2204.5027,-3708.4534,1116.3071,3792.9905,2624.757,-2496.583,3872.9805,958.1764,-2315.3635,-10467.108,2836.6057,1517.9535,3894.3276,-1943.1989,1725.1765,-1320.1171,-5588.0547,186.7312,-5112.68,1307.5707,3358.445,-1151.0375,1028.3972,-2671.7368,-3180.5317,7742.2153,484.46185,493.0885,-5431.9272,-926.4723,238.43631,-4765.7744,-1792.3323,927.5529,3272.967,-630.25183,-6465.997,-2003.5813,-76.41393,1376.1239,2750.6516,-2690.1355,145.5235,-150.88885,435.21255,-169.13522,3323.0232,-1951.471,-3277.741,-1072.0698,620.12103,-3210.839,2323.3108,-856.469,-4886.552,5875.085,3264.3198,4214.752,-5870.945,1694.8932,-2031.072,2912.4487,2603.6895,532.71906,2148.6443,797.9107,889.7027,2440.289,-3057.5784,-1003.7693,-4212.115,-3502.136,-1912.0742,3241.3416,-2822.5544,27.484333,2583.475,-2922.715,5179.83,999.5723,3124.57,-32.18963,3289.2273,235.75171,9437.79,1992.8226,3554.031,-180.26144,2260.071,-2842.2595
Georgetown University,-3022.0806,5447.0967,1862.517,-940.2438,266.84674,-5673.2993,-371.53574,6106.53,-3749.4553,-4796.854,-1941.2709,-3502.8413,1292.4161,3386.0044,2436.0232,-2297.7314,3589.8623,1173.572,-1917.7477,-9479.626,2627.1323,1105.9656,3406.1946,-1841.4653,1619.3419,-870.5484,-5030.3877,-80.85404,-4356.583,1143.6562,3029.937,-993.7651,1080.3259,-2183.335,-2744.7363,6892.5254,441.554,716.33057,-4870.793,-746.8486,370.37915,-4345.2363,-1655.4156,1122.3171,2721.2585,-871.12305,-5574.936,-1830.0251,-213.68294,1123.0292,2503.503,-2447.6038,312.88934,-107.54702,195.38757,0.51160467,3094.6714,-1558.3945,-2844.3489,-812.50836,489.36475,-3011.1196,2257.3145,-770.21344,-4240.887,5347.9097,2617.406,3743.963,-5095.8564,1226.0664,-1838.6564,2665.451,2371.9504,642.4678,1985.5505,771.15936,804.8609,2221.4143,-2746.4087,-817.43555,-3838.5337,-3223.4026,-1530.9823,2682.3853,-2574.5986,-23.722603,2445.0962,-2768.2205,4646.39,635.3328,2771.7417,-81.60484,2952.7593,219.72433,8307.186,1525.8901,3189.4734,-66.445816,2312.8743,-2525.7515
Bowdoin College,-511.0071,1116.1847,392.54474,-189.11855,70.24102,-1465.6312,-102.97638,1566.6002,-832.9786,-1201.6053,-290.1678,-503.7321,-89.70265,910.4455,392.31952,-248.23041,688.46716,257.26642,-606.0218,-2171.7942,653.31256,631.6791,1061.1727,-281.25443,538.119,-578.80084,-872.11255,206.81564,-1094.9209,465.5227,780.4423,-455.35544,332.6964,-509.08234,-655.9165,1793.9518,244.67668,-54.291332,-1295.0522,-345.18106,157.34868,-944.8958,-337.78632,-17.895851,879.0787,-350.77682,-1377.1218,-275.0086,33.58847,113.4868,528.90814,-534.63727,-185.1584,99.33948,158.2209,-219.80193,410.01544,-510.6124,-592.6441,-521.3056,442.0281,-494.7055,512.16296,-178.4939,-1183.313,1272.6052,910.8542,750.6117,-1586.4634,633.81335,-551.5853,676.97046,479.73862,-116.992966,317.11523,104.383644,160.87909,428.69363,-848.29645,-276.31927,-635.9002,-828.17505,-435.63684,898.48175,-585.34937,26.570002,400.83435,-509.23376,988.8392,314.05264,347.48767,-114.645546,687.72986,-48.820686,2077.1184,291.06253,886.50085,-192.39772,524.6121,-520.0725
Georgia Institute of Technology,-3256.3179,5549.465,1897.6068,-936.0507,155.62646,-6167.5947,-387.65143,6533.619,-3952.618,-5113.542,-2239.8481,-3713.5955,1262.9229,3807.6782,2365.5642,-2377.3984,3915.4463,1306.0918,-1907.2776,-10498.485,2879.0532,1256.1388,3734.4885,-1960.2577,1848.5763,-920.3292,-5605.1807,201.90904,-4695.3384,1301.3237,3478.366,-1058.4592,1257.6908,-2381.9482,-2752.4927,7495.325,547.77924,688.88684,-5374.511,-858.88525,351.1552,-4712.4316,-1811.833,1145.7131,2996.7473,-1015.4117,-6241.1533,-1787.8832,18.398079,952.55066,2618.3628,-2178.3113,424.98395,124.57686,-20.741657,-309.4903,3239.299,-1758.2817,-3038.679,-838.08105,936.27527,-3460.388,2651.6328,-614.08704,-4651.0303,5738.459,2787.0828,3781.9182,-5641.832,1330.3896,-2130.3386,2960.4768,2354.1208,521.2947,2079.4038,930.3346,702.8982,2401.1904,-2874.3247,-992.03625,-4122.887,-3627.4255,-1467.684,2835.5225,-2905.5698,75.59002,2599.3193,-2976.8018,4907.555,673.7279,2993.1592,-89.88425,3246.5579,158.47762,8858.648,1460.8997,3207.5686,-313.9281,2463.776,-2467.8206
Harvey Mudd College,-531.84106,923.317,176.80284,-140.38132,110.65922,-1016.8063,-127.55048,1090.9547,-629.9073,-780.9848,-333.38263,-555.946,237.06697,595.42285,455.958,-428.8819,645.07733,119.367905,-304.86758,-1716.7155,451.04303,246.97462,663.11,-219.34775,305.21857,-189.89606,-969.1006,15.936329,-857.29,221.28764,565.6162,-204.95796,174.58852,-369.4368,-444.44614,1259.0015,13.7041445,87.691826,-888.69556,-185.54356,-29.045485,-720.53406,-319.38477,195.73695,497.48474,-143.57611,-976.55725,-292.23062,9.135094,192.61769,472.9844,-357.50644,89.25426,-36.714546,71.770996,-65.13634,485.10776,-267.996,-531.1211,-163.87416,89.212814,-457.803,427.2253,-62.21267,-747.89636,967.8857,493.23013,676.7732,-1013.152,280.57098,-329.7921,508.6404,423.38742,107.5824,294.53513,87.1953,75.39658,343.2553,-463.75607,-132.72354,-650.028,-582.72046,-348.75558,546.44696,-391.46335,30.451685,418.1767,-401.5215,874.6747,175.08354,504.66458,11.437033,588.29364,18.680626,1545.6859,316.09885,567.64813,-4.7851663,429.0394,-501.1692
University of Virginia,-3485.8384,6324.0215,2198.4858,-937.9532,323.35764,-6844.615,-433.30026,7624.2583,-4449.95,-6162.4697,-2173.5378,-3923.4297,979.76654,4398.287,2655.3157,-2463.5876,4102.5264,1434.5793,-2505.3616,-11342.037,3047.2427,1679.7107,4443.4316,-1981.3973,2369.3816,-1686.3422,-5884.69,525.06,-5661.4966,1681.9146,3646.216,-1553.7736,1648.0404,-2740.1907,-3682.6394,8542.296,721.76715,651.30145,-5951.8657,-929.8249,509.85107,-5227.2793,-1965.4464,1000.56366,3708.5542,-1033.0936,-6875.0522,-2076.7092,-119.94888,1495.338,2933.7734,-2827.427,37.605404,-17.06766,462.1296,-466.98502,3406.4543,-2093.2832,-3329.6167,-1480.8376,862.6554,-3407.147,2761.1648,-903.1429,-5627.4683,6494.604,3733.8557,4387.816,-6668.486,2211.8071,-2218.392,3387.134,2730.3733,310.12717,2402.9106,655.7563,718.5176,2652.9805,-3226.453,-1447.6527,-4251.2524,-3956.3875,-2062.7747,3552.826,-3278.6538,110.07752,2855.7117,-3418.0059,5452.9585,1033.3647,3285.7944,-449.63547,3592.937,158.3881,10232.175,1735.8835,3975.8052,-290.1985,2742.8066,-3025.789
Carleton College,-1288.9473,2485.7188,732.5646,-411.2518,92.88588,-2780.6443,-343.03348,3066.719,-1673.4589,-2331.992,-800.21515,-1372.4418,349.96512,1709.117,1052.5668,-973.32874,1678.4214,425.4712,-993.5636,-4472.5884,1268.7063,725.59357,1753.8363,-720.1553,890.9013,-568.48206,-2402.3025,146.39282,-2175.7676,760.12897,1384.261,-623.882,609.9394,-973.5157,-1298.5616,3325.3652,179.46013,212.96016,-2370.4062,-375.41037,160.17033,-1865.7778,-884.0474,393.57748,1406.8408,-624.18134,-2554.9333,-650.26117,-9.250326,541.2022,1209.755,-1092.6143,68.48981,78.597824,179.28175,-80.73415,1288.0867,-853.443,-1265.2844,-634.59796,360.0525,-1156.1677,1128.3975,-330.86737,-2031.5653,2553.916,1371.3086,1676.949,-2664.565,726.9654,-874.71423,1374.6366,1078.8518,127.07017,770.1283,293.96017,314.13617,982.2464,-1346.6743,-477.81003,-1616.9937,-1488.0482,-860.3731,1461.8707,-1178.7008,48.112907,1101.9417,-1208.655,2195.9775,549.6626,1180.6265,-61.30455,1362.1317,62.29251,4116.835,646.69574,1472.6309,-59.609196,1192.17,-1106.4987
Tufts University,-2468.8376,4421.453,1407.2383,-562.5254,340.6592,-4879.039,-384.62817,5463.8813,-3066.9932,-3987.3657,-1737.5723,-2924.6582,828.345,2973.011,1801.6416,-1899.4655,3012.4692,1005.5464,-1644.3541,-8022.468,2195.5376,1051.3188,3117.2754,-1532.0372,1656.408,-929.12683,-4432.4897,319.46805,-3878.4563,1212.8328,2561.3635,-1068.7137,988.5924,-1928.6841,-2276.4963,6040.7295,268.20255,392.8761,-4008.5483,-454.0308,340.9779,-3513.5942,-1569.9965,905.97577,2308.71,-492.72617,-4627.571,-1367.8517,-212.64003,959.46234,2204.825,-1918.0078,476.8473,-83.89424,353.46405,-408.3594,2541.2964,-1336.9133,-2342.184,-727.01245,237.082,-2483.3389,1934.256,-555.4822,-3645.2397,4361.323,2424.0088,2962.4238,-4452.911,1237.3534,-1564.0796,2112.7769,1898.2324,347.1808,1561.818,332.85025,598.99994,1907.1417,-2139.156,-967.6857,-3144.2156,-2217.56,-1443.5709,2124.4148,-2269.1462,148.05594,2138.5024,-2288.0264,4001.4414,774.8142,2278.5398,-347.16693,2689.0835,-58.601826,7071.6978,1294.4072,2605.944,-61.276627,1947.4792,-2177.6833
United States Military Academy at West Point,-2976.669,5610.6875,1934.7587,-788.8786,521.56757,-6105.1885,-321.2563,6646.918,-3955.452,-5571.803,-1529.1714,-3273.3665,574.6172,4161.8296,2159.6116,-1815.9382,2955.8438,1429.173,-2326.0469,-9957.112,2690.2537,1664.511,3909.6921,-1829.8784,2661.522,-1708.1085,-4794.1226,331.01575,-4920.3784,1398.1527,3071.6914,-1528.4474,1838.6327,-2125.4128,-2893.4133,7202.4966,807.9856,674.52496,-4789.339,-984.8849,482.98337,-4409.3774,-2427.794,731.37885,3122.8914,-1576.9716,-5706.949,-1377.8008,209.74104,1051.7097,2654.9805,-2509.4927,118.85931,134.72664,614.23267,4.342319,2476.082,-2001.9916,-2984.347,-1390.7598,1022.11664,-2663.8801,2433.0217,-868.30414,-4695.716,5884.7246,3267.4158,3669.9133,-6012.7246,2058.9656,-2061.254,3028.4697,2274.217,62.424564,1751.2941,736.15356,544.09576,1842.5824,-3090.0215,-1322.7711,-3488.2522,-3723.9634,-1660.741,2865.8909,-2555.2102,485.62692,2693.0454,-3249.4333,4798.23,1325.5062,2652.7236,-321.3939,3215.8748,104.060616,8642.907,1581.9161,3464.2627,-276.48044,2653.3577,-2604.2024
Williams College,-2527.8906,4334.8794,1469.3638,-163.44128,251.80922,-4966.236,-19.696417,5316.4917,-3566.5396,-4179.192,-1651.9734,-2973.269,974.63934,3026.6008,1615.5322,-1628.1293,2852.7117,962.64075,-1890.5222,-8024.957,2373.6548,1409.1305,3348.2078,-1586.6581,1738.5956,-992.557,-4562.8853,175.3997,-3837.5618,1157.6858,2658.8801,-979.6858,836.4236,-1658.4521,-1901.8601,5885.378,344.1636,173.19829,-4040.5085,-643.6742,455.83603,-3299.6611,-1820.829,915.06354,2138.9778,-530.67255,-4657.8477,-1231.2396,30.260023,619.46063,1856.1144,-1976.3226,260.0362,-70.86133,297.06653,-166.85213,2118.9478,-1390.1643,-2200.3904,-681.8827,508.3115,-2573.665,1730.6505,-593.06964,-3938.6875,4353.72,2454.9907,2728.7844,-4561.6416,1406.6558,-1832.6724,2226.212,2019.2058,232.65886,1122.6307,739.8913,532.6206,1598.0466,-2483.777,-934.4015,-3008.9155,-2441.0059,-1109.7417,2259.5493,-1828.2084,-50.410248,1963.3353,-2624.9202,3651.939,714.1604,2033.1985,-405.5008,2499.9607,-47.16723,6648.188,1104.2256,2453.0696,-87.531586,2024.2734,-2074.6023
Haverford College,-854.7742,1557.0927,375.14297,-258.25516,138.46927,-1616.5868,-131.59917,1744.3899,-1032.6509,-1284.6743,-570.6693,-977.56415,328.29004,960.06964,734.40424,-642.98193,1002.93634,256.33655,-499.1008,-2661.848,700.4206,361.03198,963.0518,-426.86603,453.19104,-361.19778,-1467.6921,3.6044252,-1391.7268,301.38397,908.5504,-345.48907,245.29332,-664.46857,-759.38965,1949.2737,165.69214,153.43752,-1386.3037,-296.8874,-22.778028,-1158.9514,-535.86707,326.003,785.79834,-128.42789,-1597.8202,-507.0568,61.998577,329.85715,733.5876,-656.7045,112.084274,-67.271515,105.57274,50.671894,826.5623,-395.60083,-789.2544,-288.0142,125.69884,-763.6275,502.74506,-170.04639,-1163.5151,1547.4578,814.10913,1031.7451,-1539.7096,459.81918,-549.65015,842.09564,732.1617,132.33687,502.63303,194.86519,200.53485,593.5086,-807.908,-228.00742,-1125.114,-948.108,-528.21313,807.2493,-679.9859,28.317444,601.2452,-755.5395,1340.0013,258.3437,802.7748,9.508841,818.6612,59.29677,2419.765,495.0763,960.01245,-5.737158,617.76324,-789.6074
Colby College,-1237.7965,2150.7085,660.7803,-316.9568,130.68082,-2379.9417,-199.2505,2601.082,-1589.066,-1931.0636,-806.4419,-1409.5614,447.68845,1462.9923,910.79114,-1045.107,1521.5985,480.3466,-784.2417,-3843.5234,1051.0974,519.8439,1563.3,-640.1592,834.76495,-422.85132,-2222.945,108.06161,-1922.2523,604.2179,1260.2777,-536.26935,484.7848,-857.6392,-1035.3173,2796.3884,148.43365,205.74973,-1996.0839,-282.80713,81.357315,-1681.3694,-832.631,511.081,1033.9369,-375.16803,-2289.1494,-660.22656,-59.02643,435.0872,1008.7241,-940.5003,148.95026,42.6431,43.714645,-21.06328,1166.2999,-675.2872,-1104.6536,-329.41275,272.80527,-1217.7848,949.72406,-286.87433,-1755.1461,2211.4934,1132.2839,1443.9569,-2213.438,621.6859,-749.6051,1229.6217,1027.3466,115.46047,682.2225,366.71872,233.10121,873.5725,-1070.3125,-487.85562,-1472.2191,-1246.2997,-630.9589,1170.0652,-1090.4379,9.593087,935.0917,-1197.3086,1872.6942,303.54132,1206.2411,-125.56053,1207.6266,10.933592,3411.0283,528.63245,1230.072,-76.14332,1014.77356,-1003.41644
Washington & Lee University,-1657.9395,3171.9463,1112.5776,-404.16827,194.80055,-3436.5774,-230.44608,3842.9941,-2317.402,-2956.4697,-1160.504,-2066.7185,619.5153,2116.9746,1183.9137,-1187.4777,1939.3608,685.8285,-1239.0441,-5466.86,1510.6088,893.6169,2098.6375,-1060.6035,1194.1455,-762.0773,-2965.448,109.74625,-2690.5088,800.907,1749.8474,-677.7829,650.09235,-1126.4115,-1544.0288,4086.111,278.7416,188.91144,-2840.6494,-539.4045,329.7425,-2463.1978,-1025.4357,491.54816,1578.0378,-488.6603,-3267.3933,-907.3113,-0.868418,686.51227,1351.4296,-1362.241,176.3477,80.67126,217.08759,-96.561935,1660.644,-1072.6655,-1516.5725,-642.1598,410.12704,-1584.3529,1058.8063,-442.15967,-2746.933,3064.3616,1763.3862,1971.0504,-3156.0413,1002.25726,-1143.4705,1546.4047,1425.4453,161.15071,891.5207,497.26617,443.39478,1261.7806,-1755.5863,-494.9148,-2074.384,-1841.3445,-850.0328,1735.556,-1396.2544,-28.505194,1082.116,-1546.0829,2622.4448,533.51117,1360.8788,-349.87048,1664.1843,69.13203,4834.707,737.8485,1778.2875,-225.49643,1510.009,-1371.1229
Amherst College,-1270.8629,2424.9429,678.07166,-364.292,274.422,-2525.5764,-230.05531,2887.307,-1571.6053,-2118.836,-852.11017,-1494.9167,341.4631,1549.7865,993.58386,-936.06213,1532.5679,469.8608,-830.8121,-4170.8477,1061.7936,584.7221,1570.1417,-707.7502,929.19354,-593.14624,-2226.3027,142.67294,-2120.992,635.83295,1324.2728,-593.63495,568.4713,-1002.5694,-1270.4468,3034.0742,211.39502,144.5448,-1983.2388,-353.28644,135.45422,-1823.9131,-799.41125,450.1191,1239.8103,-206.96762,-2322.9001,-776.40686,-83.38718,629.4614,1151.7638,-1058.9657,169.05542,-56.485622,238.69095,-140.14787,1262.0131,-635.68243,-1181.5175,-470.32623,160.70926,-1150.3055,841.5662,-282.98648,-1862.5775,2376.9722,1350.3599,1498.8632,-2440.845,746.2627,-848.12976,1154.8804,1084.0793,79.39898,791.08563,160.03436,290.96088,961.5644,-1183.1733,-473.28836,-1578.5366,-1284.8116,-844.9943,1154.5905,-1087.0406,129.68246,1111.4586,-1194.5968,2062.6187,460.17004,1187.1764,-205.4922,1330.5483,68.53487,3708.7642,680.92175,1406.808,-2.0074341,961.0282,-1213.647
Middlebury College,-1703.4073,3000.0166,807.98895,-517.01483,242.35806,-3270.539,-357.13223,3526.6606,-2012.9491,-2503.5186,-1108.402,-1790.6428,549.20435,1858.3787,1241.5496,-1378.3303,1960.0354,528.5922,-1131.6709,-5256.7573,1347.1394,707.81836,2112.9019,-889.61755,1078.6595,-650.8016,-2858.148,96.05006,-2582.4846,789.77045,1659.9213,-740.1347,734.3018,-1231.694,-1373.4321,3925.442,172.05647,200.7442,-2627.4883,-392.1139,121.161026,-2406.666,-950.58673,585.1513,1485.1599,-484.3192,-2965.9849,-951.9869,-169.32988,524.48804,1540.6649,-1280.9963,214.32729,-37.488045,225.72208,-162.09537,1635.474,-918.4975,-1510.3591,-539.1812,329.94733,-1601.7072,1325.2379,-381.94125,-2269.0103,3004.1248,1626.975,1997.3118,-3138.2705,837.21735,-1126.5669,1504.0856,1328.7606,171.78596,863.1103,268.07684,374.52573,1256.4197,-1455.5604,-496.45648,-2069.6157,-1617.3971,-990.53894,1438.5768,-1422.7723,100.01205,1291.4863,-1385.0688,2679.4426,563.1424,1555.6888,-139.666,1720.8307,26.028397,4740.585,837.14,1728.8,-10.559591,1230.836,-1407.8561
Claremont McKenna College,-1511.5326,2852.7695,785.7782,-614.692,356.40372,-2775.8403,-229.43732,3100.2668,-1782.6235,-2471.834,-1021.7614,-1827.3662,574.1062,1789.7308,1355.2386,-1185.727,1662.2877,522.49884,-809.3991,-4809.203,1130.8911,519.1062,1513.8336,-869.52356,932.91864,-601.3295,-2561.4763,-48.83616,-2367.0273,506.47348,1456.4939,-510.85934,585.5145,-1116.9276,-1515.2368,3230.2842,244.31041,383.07977,-2260.6863,-516.6619,85.30001,-2164.4504,-885.00757,531.0257,1403.2633,-365.4125,-2703.034,-907.16187,122.21156,810.4247,1208.9148,-1199.2937,265.53162,22.8446,165.76971,130.41997,1524.1381,-691.9447,-1375.1411,-468.89178,251.3705,-1367.7583,968.87646,-273.6897,-2009.4755,2812.3977,1322.9276,1788.963,-2718.5981,718.4206,-956.6433,1473.9485,1362.4688,80.67431,907.60864,415.36697,309.279,1076.2137,-1303.4982,-396.04727,-1883.2402,-1835.5089,-941.2317,1291.6322,-1114.0106,135.1074,1209.6572,-1353.3414,2347.5962,439.95728,1541.0746,-20.457813,1446.7845,217.24477,4196.4966,844.1825,1531.513,-80.26831,1143.2721,-1327.4028
Emory University,-2431.0374,3952.202,1627.956,-361.40292,78.16788,-4514.662,-356.701,4977.7188,-3000.9019,-3578.3833,-1990.0818,-3210.4243,1179.8048,2363.6658,1692.461,-2283.89,2856.5925,704.2058,-1613.267,-7566.485,1964.5724,765.2828,2577.099,-1523.7699,1351.0989,-644.3847,-4168.0234,363.9902,-3596.366,753.16986,2403.506,-953.27563,600.3174,-2123.9465,-1903.6407,5489.1074,287.53342,111.57806,-3573.54,-494.29135,315.67145,-3745.0425,-1192.4307,1017.8137,1895.349,133.10938,-4582.753,-1321.8229,-451.69357,881.1802,1912.3163,-1950.5778,368.07632,-234.18425,199.86887,-203.90088,2767.9268,-1222.7378,-2458.9934,-174.6444,182.91211,-2516.9678,1615.9092,-776.19104,-3375.387,3797.2507,2303.8794,2862.4573,-3878.5803,850.7429,-1400.5504,1779.416,2087.2327,586.9377,1823.9681,484.76154,549.36444,1932.995,-2048.011,-677.3458,-3208.7568,-1703.8917,-1377.1243,1802.3226,-2566.4297,180.65302,1428.7767,-2277.0142,4003.9214,417.31094,2230.8765,-175.9448,2513.1138,175.00482,6522.5425,1416.3069,2307.6812,-265.10416,1371.5846,-2175.0098
Barnard College,-1328.3474,2524.9536,656.15796,-580.71967,337.75354,-2469.01,-258.84158,2709.3887,-1521.1569,-2214.3386,-878.3368,-1541.5388,405.65726,1718.9901,1019.066,-850.85266,1519.2546,566.317,-666.87866,-4244.9976,1077.9824,465.51123,1479.1444,-682.15405,881.324,-568.8171,-2298.3118,25.53297,-2093.9436,578.0922,1339.5531,-454.05103,697.0044,-896.5579,-1383.5186,2951.0015,277.0785,312.67932,-2127.287,-433.59982,104.38457,-1941.4287,-756.6899,468.97928,1361.8722,-454.32858,-2357.4143,-852.7711,60.80846,629.8785,1066.3907,-962.5865,251.68007,50.1001,148.44191,-143.26575,1233.7527,-591.03107,-1124.76,-577.8796,305.77457,-1262.5164,927.2385,-179.657,-1897.3905,2515.642,1165.6948,1512.229,-2429.4468,756.857,-902.1782,1287.1069,1052.5231,12.02412,807.6909,200.82863,194.37013,935.72046,-1109.3745,-482.15405,-1584.2255,-1672.677,-808.54895,1207.6562,-1052.4316,42.945324,1166.3337,-1221.1921,1923.0266,384.9282,1313.201,-250.61853,1206.5128,88.91652,3674.2537,501.05496,1327.9005,-7.500218,1148.6367,-1076.1388
Swarthmore College,-1636.81,3069.4883,953.3659,-479.53333,135.48793,-3322.0952,-281.8085,3654.4375,-2136.2542,-2852.976,-954.18585,-1784.4755,533.8704,1998.4468,1370.7041,-1182.3029,1924.5435,455.47302,-1242.6765,-5284.6606,1463.486,859.69604,2058.7644,-946.8799,1036.416,-761.4703,-2817.7114,49.986603,-2632.47,758.03546,1682.1083,-710.0505,632.84863,-1182.3037,-1653.7812,3918.2417,333.90753,253.48308,-2766.8474,-492.94733,162.65485,-2318.8533,-1043.0509,423.5764,1614.4121,-496.81677,-3113.6228,-944.4431,-79.86485,752.92303,1419.6534,-1467.1644,7.413416,26.281467,252.5079,3.213146,1585.8901,-953.082,-1578.2252,-660.69006,327.0828,-1439.6511,1185.4038,-501.99335,-2465.4292,3075.8345,1725.2476,2053.8113,-3166.273,947.06244,-1039.9459,1595.8285,1395.7692,177.4841,932.083,357.0439,424.65958,1158.2228,-1720.8748,-448.3642,-2046.0594,-1853.4731,-1020.46533,1750.7301,-1374.3383,54.780556,1260.5702,-1524.6134,2654.797,630.7805,1476.464,-42.675213,1627.2865,118.29907,4875.504,973.22217,1877.6892,-26.354822,1298.1469,-1443.5752
Wellesley College,-1551.4564,2899.91,768.41833,-553.9185,163.74118,-3088.1008,-290.02582,3378.7234,-1957.2721,-2531.2368,-1058.653,-1724.9558,524.71497,1864.3398,1265.5879,-1140.9122,1798.0302,509.1996,-1012.11255,-5079.799,1351.4207,760.19507,1847.464,-827.79675,946.75116,-739.31396,-2640.076,72.33576,-2496.655,661.3451,1667.2944,-681.1077,655.6067,-1163.0001,-1435.1395,3712.538,364.38812,285.4238,-2632.8647,-541.81464,68.999886,-2207.6245,-967.7491,440.73822,1562.7108,-576.0445,-2977.1677,-810.0287,94.840004,545.60126,1350.2556,-1234.2587,71.50411,92.355606,164.98918,7.7541537,1539.1445,-925.048,-1429.3625,-679.45044,430.93195,-1372.4858,1108.1317,-346.6056,-2311.6035,2924.4355,1563.7347,1912.4261,-3073.4412,884.0257,-1087.2505,1596.099,1311.5262,131.309,879.26764,376.44122,338.12848,1106.0686,-1588.5961,-432.03098,-1955.5386,-1869.7899,-917.0595,1606.1991,-1330.3074,44.647877,1031.4404,-1378.462,2474.902,555.68,1395.3059,-8.883952,1530.5968,97.14171,4636.2974,831.12933,1778.0884,-142.4009,1315.4268,-1310.219
