,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Vassar College,-1325.3912,2335.6045,612.22363,-420.312,127.91075,-2503.6992,-263.406,2721.6658,-1602.8407,-2089.2595,-804.6752,-1396.1814,508.8385,1485.809,1085.8995,-1012.6261,1538.8201,271.39722,-811.4683,-4073.4895,1089.099,629.7043,1551.9999,-628.5828,773.13806,-544.65094,-2227.7964,28.301073,-2030.9231,602.3633,1343.8541,-535.2291,505.70435,-867.4325,-1237.873,3018.9941,209.99303,217.18173,-2161.73,-388.3012,87.11024,-1792.9531,-714.29724,366.05853,1274.9945,-457.59457,-2362.5825,-702.3703,-34.550728,545.645,1139.7095,-1015.3473,100.9218,30.083088,120.946785,-14.993953,1250.0812,-701.7936,-1150.9003,-534.78564,299.01602,-1121.8341,974.0597,-329.0746,-1879.2748,2367.1567,1215.6366,1586.5902,-2478.8179,691.0222,-825.21826,1279.4546,1090.5903,119.2037,714.34784,260.1556,251.19109,915.8438,-1213.1841,-357.93472,-1556.5156,-1479.75,-813.84094,1345.2396,-1082.8523,31.43263,909.05865,-1114.3772,2055.8435,479.15005,1192.7887,-22.954151,1191.6354,94.73514,3759.4946,665.03,1412.2504,-25.81709,1118.011,-1139.1342
Grinnell College,-1555.3284,2916.1794,787.3522,-681.5228,241.63763,-3035.2156,-367.3909,3295.8667,-1815.5283,-2500.3115,-976.1612,-1698.1492,456.60062,1832.8363,1335.5472,-1264.8237,1811.7596,527.37286,-991.1498,-4985.922,1225.2161,607.5776,1750.7969,-793.82324,954.2855,-695.6192,-2553.748,29.573967,-2511.988,652.3764,1558.4537,-662.7492,718.2284,-1266.9077,-1520.2969,3572.0188,262.09747,319.39474,-2433.9016,-505.6326,43.402515,-2332.653,-912.0686,515.9724,1528.79,-490.0587,-2860.3892,-915.77277,12.074948,703.6012,1414.903,-1282.8011,134.84659,-29.810637,226.40569,66.4937,1603.5498,-853.755,-1550.2754,-572.8668,302.98566,-1344.5042,1152.0148,-362.83386,-2054.296,2986.1743,1545.7242,1964.022,-2959.4438,768.8625,-980.8536,1520.2,1311.605,125.44931,1017.97754,346.31052,335.88956,1170.2035,-1411.7699,-423.18295,-1971.0541,-1835.4406,-1016.30444,1478.7227,-1367.0719,153.49774,1225.9261,-1328.6598,2551.4211,523.79535,1577.3812,31.284126,1592.316,159.81009,4560.022,875.4476,1723.1005,-97.299545,1136.0739,-1372.3877
Bates College,-2635.569,4644.478,1440.7965,-720.8563,362.53967,-5025.3564,-345.58124,5641.352,-3360.0378,-4206.2993,-1598.4263,-2912.2634,854.4583,3084.5435,2052.5876,-2017.9753,3038.906,906.5341,-1749.1824,-8182.446,2200.5579,1279.0333,3229.9333,-1417.1144,1713.2644,-1049.0358,-4446.074,193.12016,-4111.1167,1225.5555,2702.6953,-1137.2675,1076.9596,-1962.7332,-2507.109,6016.1143,451.4394,454.7765,-4214.4097,-664.36206,170.42152,-3579.039,-1590.3333,745.58325,2415.1987,-716.835,-4859.755,-1504.3127,-138.472,1101.9113,2192.9,-2111.7336,144.96227,-6.107653,392.98825,-120.10272,2460.3435,-1363.2216,-2379.8904,-888.1396,460.2955,-2526.9382,1960.5052,-618.13385,-3735.3809,4720.1143,2566.611,3164.637,-4898.8667,1464.585,-1604.7686,2518.8965,2168.4592,120.89902,1536.6134,519.49097,633.17053,1838.2369,-2438.444,-869.76184,-3183.3499,-2830.2964,-1557.6918,2504.8098,-2223.3064,84.64319,2092.4133,-2395.39,4079.7102,911.73615,2418.9973,-188.30742,2659.8396,107.0836,7404.7036,1451.804,2890.3896,16.135492,2018.5688,-2314.4553
University of Miami,-1892.8694,3580.5964,1326.4495,-750.5245,22.776676,-3935.6147,-458.15005,4283.0425,-2361.1292,-3334.7444,-1429.7471,-2364.987,685.7996,2389.7732,1677.9755,-1631.5052,2558.8896,823.1971,-1283.0653,-6502.467,1743.5153,707.82275,2328.3025,-1238.3717,1214.7446,-639.05414,-3481.807,172.80998,-2994.2422,902.16077,2050.8796,-739.66846,782.08777,-1643.9454,-1925.6305,4560.005,321.5816,423.81876,-3260.4578,-535.29205,216.41936,-3087.9204,-1072.1265,674.18726,1864.748,-620.7496,-3897.1133,-1007.56635,-98.85292,894.9514,1584.841,-1615.9836,138.35242,137.54652,67.01444,31.889214,2330.503,-1152.2688,-1931.693,-522.6839,420.08966,-1900.6382,1511.0658,-575.2373,-2902.643,3556.019,1895.9342,2534.2063,-3409.2188,926.55255,-1195.0787,1840.8302,1585.5703,406.28137,1500.6871,641.42706,431.50995,1592.309,-1792.918,-585.54376,-2472.7395,-2080.1436,-1013.6485,2008.6439,-2081.064,145.83836,1413.1866,-1844.1567,3208.8914,438.38492,2034.9913,-35.64525,2065.6602,95.15141,5826.743,967.29785,2141.1973,-406.31036,1525.8214,-1598.0526
Smith College,-2028.4462,3807.247,818.66235,-913.92413,515.6946,-3785.4927,-585.37286,4175.6494,-2261.7583,-3169.0098,-1312.3907,-2140.5828,612.34204,2516.0215,1481.6514,-1437.9072,2128.3828,827.3693,-1055.0013,-6453.734,1452.5485,556.30066,2209.4329,-1058.5231,1393.7708,-821.03235,-3372.8137,30.239363,-3070.5095,912.8475,1962.0353,-809.43726,1145.5386,-1263.3517,-1775.3138,4586.687,313.0755,533.71075,-3105.2866,-516.5164,206.16006,-2874.0095,-1353.657,751.38715,1866.9326,-954.3752,-3370.7515,-1184.0596,33.924152,760.0662,1758.5681,-1532.6815,366.26968,215.18735,150.27406,-74.31384,1937.8877,-1069.0576,-1772.3817,-793.50464,567.16534,-1797.8796,1585.3687,-344.9442,-2745.2393,3845.9338,1828.6542,2224.0042,-3844.8164,995.3715,-1349.7002,2040.4938,1524.2888,139.32335,990.2389,337.66177,301.96118,1426.6255,-1750.1908,-620.65515,-2368.9395,-2380.853,-1225.8147,1650.2013,-1485.2167,109.29927,1677.676,-1695.726,3067.9165,672.9182,1857.1035,-225.72078,1864.2561,169.2704,5556.702,891.1439,2032.0808,6.186168,1778.5009,-1535.5405
Lafayette College,-1410.0262,2770.3093,847.2853,-446.37167,252.18303,-3032.9841,-263.06375,3188.228,-1914.919,-2492.4563,-971.92316,-1738.6113,428.84424,1880.532,1173.6038,-1067.617,1821.1282,690.9817,-1027.5896,-4899.7163,1367.2177,685.66815,1909.2651,-885.749,1097.1904,-658.22473,-2608.3848,101.04624,-2365.5693,716.5413,1557.8048,-620.45135,596.9619,-1136.4987,-1259.8262,3424.9514,271.20712,232.53,-2435.8362,-576.2537,193.76958,-2164.9526,-1066.1084,596.53125,1394.224,-490.1016,-2825.2812,-717.828,63.077106,495.11908,1205.8562,-1283.2814,134.65622,-7.2007995,155.41884,92.08361,1405.2052,-814.51965,-1418.7225,-507.6082,394.3836,-1315.4928,1011.2081,-376.0619,-2143.9348,2760.4526,1488.7272,1762.7327,-2764.2126,836.2315,-1118.2557,1429.0212,1300.6815,180.04857,869.69904,488.5673,342.13904,998.2877,-1483.5116,-488.80078,-1781.1677,-1632.7184,-811.19476,1419.7632,-1333.3114,86.23971,1131.0837,-1493.5592,2297.975,421.28043,1379.1713,-106.88971,1494.1525,16.436117,4284.158,655.87714,1560.993,-178.49185,1170.2811,-1229.0149
Kenyon College,-576.40753,1084.4757,318.02927,-148.11847,51.693424,-1215.5245,-79.770584,1287.341,-766.1432,-998.2909,-344.41315,-664.29694,226.99461,682.83307,512.1737,-401.87216,661.3261,98.55113,-448.29498,-1902.714,543.2342,420.02267,773.3626,-298.85873,343.76358,-351.02682,-980.1354,-1.2373474,-955.32947,213.83626,640.2652,-260.19238,155.65431,-379.62793,-536.5936,1419.3232,140.98492,23.873041,-1061.6167,-263.22882,89.2203,-832.50226,-321.64606,115.4177,626.8924,-181.43887,-1151.803,-270.75925,46.414177,183.72325,489.47067,-485.79233,15.792596,19.76334,49.476795,-2.5191824,500.8413,-367.25528,-526.12854,-279.5122,204.04102,-460.2461,379.5854,-165.56555,-976.5075,1059.0635,632.8914,750.94714,-1194.1448,403.9458,-444.39578,591.7722,520.63385,50.303516,265.4031,209.6814,137.08104,370.36206,-671.73804,-108.513306,-666.31946,-692.8656,-359.2118,701.9518,-458.16696,33.610325,308.34262,-506.67026,962.1574,258.13437,462.12933,7.5198007,602.4906,5.1176677,1811.1888,371.34222,729.54645,-99.41995,516.8189,-575.8875
University of Rochester,-2292.8022,4125.229,1448.1394,-644.2585,167.31746,-4509.846,-438.73395,4742.671,-2842.229,-3973.9465,-1372.3125,-2640.495,887.2947,3043.1406,1738.7787,-1638.9515,2921.3757,1119.2451,-1398.9701,-7483.714,2050.6301,806.0588,2796.1648,-1436.175,1655.6329,-576.60443,-4207.5117,104.65068,-3417.995,1148.0282,2365.5447,-720.80457,1115.4681,-1562.1306,-2088.663,5272.7856,270.29758,644.6417,-3705.9958,-597.92426,375.92947,-3248.498,-1605.5449,858.5974,2028.3407,-1042.2036,-4367.326,-1163.0675,102.02605,868.453,1775.8488,-1717.6715,343.76047,156.24495,71.05321,107.97184,2402.2317,-1280.5822,-2138.7417,-579.34094,553.1672,-2381.795,1884.3206,-532.507,-3329.3086,4269.3843,1919.8337,2709.9897,-3891.7686,1035.0292,-1424.0819,2281.521,1714.3694,446.17606,1523.733,720.98425,496.9782,1556.995,-2038.9062,-823.4204,-2776.9888,-2673.1938,-983.67645,2072.4429,-2023.2812,93.80127,2125.0625,-2411.404,3534.1997,596.935,2283.2432,-187.20772,2262.5664,99.28901,6299.0166,838.39276,2312.6013,-155.55008,2105.6143,-1745.3049
University of Illinois at Urbana-Champaign,-2418.8123,4006.9036,1461.3147,-564.92017,-6.3047304,-4411.1895,-323.27805,4813.441,-2912.684,-3897.1023,-1472.6123,-2683.9446,988.5849,2706.579,1725.3865,-1827.346,2840.8296,749.7425,-1575.9106,-7325.7314,1939.294,913.39825,2704.4194,-1343.43,1301.8112,-645.23755,-4065.3542,140.58788,-3447.7375,980.887,2377.5889,-834.2079,810.1105,-1723.0818,-2197.6323,5332.78,320.2209,387.5655,-3778.661,-514.1393,369.97324,-3364.7437,-1256.3298,701.30475,2087.694,-536.48755,-4459.6475,-1317.631,-121.798874,953.1818,1757.715,-1865.0513,151.76297,38.04039,80.396355,-59.0571,2438.987,-1262.999,-2176.3486,-594.8665,455.55106,-2484.053,1880.573,-602.56854,-3405.211,4091.529,2074.2317,2788.6296,-4008.6035,990.3449,-1349.8945,2206.844,1814.9287,388.13535,1594.8109,548.1119,524.7335,1720.3002,-2066.3682,-737.682,-2934.591,-2500.612,-1196.8716,2173.395,-2125.946,46.13314,1804.5139,-2252.3994,3587.2007,592.881,2223.275,-77.527954,2215.3677,180.15463,6405.1284,1197.2838,2412.7188,-107.6662,1750.8373,-1846.4817
Purdue University,-2522.1582,4577.675,1619.042,-767.7963,291.13223,-5012.412,-365.76596,5423.439,-3183.7197,-4138.008,-1844.8549,-3218.3884,1091.5175,2933.2224,2094.543,-1913.5646,3307.742,1049.0653,-1515.734,-8297.943,2257.4756,1047.4432,2905.0044,-1585.9807,1461.5065,-769.9162,-4462.205,112.15607,-3884.0056,1056.4996,2818.7278,-933.05896,684.9895,-2044.9601,-2346.37,5994.696,542.495,471.8768,-4165.7935,-859.57086,284.62122,-3677.669,-1502.0138,918.97296,2306.0842,-389.16937,-5018.383,-1450.3751,-15.057926,1004.3423,1989.977,-2056.0583,337.32602,-54.595917,72.68548,-12.440893,2721.0977,-1190.4641,-2454.6382,-585.9876,358.85477,-2522.2595,1674.509,-583.41956,-3645.6992,4483.834,2329.4646,3055.6309,-4414.6753,1095.89,-1694.3094,2305.9102,2210.8477,552.6873,1937.3633,677.9011,684.5956,1902.3629,-2526.7725,-604.776,-3277.5708,-2696.3918,-1354.1115,2462.5117,-2425.1492,168.07062,1878.6965,-2494.8418,4048.9338,570.75946,2318.6545,-10.554765,2659.5737,91.73759,7271.0034,1364.9619,2784.6763,-278.84995,1951.7535,-2212.9014
The Cooper Union for the Advancement of Science and Art,-1503.0474,2779.1624,750.3105,-604.4719,352.39694,-2965.9314,-416.25522,3062.5444,-1660.9312,-2356.6628,-1087.2589,-1809.9814,623.1874,1853.4027,1089.7921,-1251.85,1617.5515,596.9747,-860.04626,-4820.3213,1113.4437,381.15506,1627.7151,-931.69653,1119.7438,-608.6134,-2604.3606,71.28932,-2300.9724,695.3476,1441.9791,-623.4932,769.59906,-979.40625,-1203.6522,3481.2476,241.10545,335.2273,-2307.2822,-395.4277,252.10146,-2337.4631,-1039.5494,619.078,1301.9298,-639.9658,-2627.8591,-729.402,-54.111507,482.52527,1356.5093,-1121.33,370.24402,90.892784,59.39465,57.54671,1610.1749,-782.0933,-1279.9146,-417.41165,435.8704,-1483.937,1173.1207,-417.39697,-2038.7704,2737.345,1369.3981,1663.2035,-2779.4607,727.5871,-1114.4756,1392.5557,1238.0715,207.17691,820.4447,352.59473,206.3249,1134.0347,-1251.8009,-439.80658,-1860.4141,-1465.9243,-842.204,1118.4481,-1395.3907,176.10855,1110.9868,-1420.4683,2459.3723,432.69525,1464.5232,-157.91718,1448.4757,-3.647729,4147.087,597.45734,1492.1086,-114.704475,1340.7236,-1155.9597
Bucknell University,-1050.3368,1842.275,570.30194,-271.3812,68.59362,-2106.015,-216.69858,2251.089,-1311.6685,-1725.1697,-679.3196,-1189.8892,389.54373,1282.1543,798.6563,-870.77435,1382.2687,391.7389,-680.7288,-3450.1677,933.69556,428.34167,1347.4827,-591.29425,736.96136,-311.95862,-1953.218,83.3993,-1629.2179,543.3439,1109.7217,-413.61002,479.8027,-775.1916,-912.8916,2453.5952,84.618256,170.86725,-1666.054,-279.36307,117.30341,-1533.5513,-709.0446,404.8829,938.7093,-369.48697,-1966.2643,-518.6927,-33.380215,374.98782,874.84753,-811.20966,141.09155,19.782871,72.65861,-17.109617,1092.5604,-605.8917,-1040.2114,-241.45671,198.42046,-1044.609,873.7273,-257.2449,-1511.1404,1936.6288,956.39825,1279.7378,-1871.9354,479.2759,-667.8023,996.7382,826.1708,168.17647,667.9234,276.9504,198.77614,764.3247,-911.6829,-362.6782,-1246.4894,-1059.4047,-528.83105,989.3808,-992.1646,92.26647,901.372,-1023.793,1703.6772,304.61737,1092.4777,-70.27299,1133.082,26.087887,2985.5906,445.97186,1094.5083,-89.6085,892.3099,-882.34344
Colorado School of Mines,-546.7332,1014.4721,290.39944,-144.69533,49.61548,-1181.1182,-106.13548,1204.744,-676.23944,-857.2804,-357.65436,-616.15076,235.2907,619.658,460.85165,-483.07184,726.49414,181.47137,-436.83066,-1831.4968,535.45526,271.7861,727.4027,-319.6004,314.60483,-194.60939,-981.03436,45.64103,-858.23486,241.21175,591.00305,-245.73567,174.45024,-454.42166,-464.93344,1443.7039,44.990227,87.68552,-975.509,-128.73877,29.726948,-829.44147,-319.74796,214.33308,521.2921,-139.28139,-1095.0542,-303.84576,-73.050316,150.55383,555.4487,-431.95758,53.74098,-57.35534,67.86208,-48.31619,611.70807,-315.089,-582.6511,-144.25928,72.457214,-540.3063,497.96463,-146.61761,-778.5918,1002.2786,555.8749,743.9841,-1030.9004,221.53394,-375.0799,468.11707,444.18054,160.71663,353.00815,116.24102,160.56276,436.53152,-534.6167,-122.337715,-754.4415,-477.64386,-331.19846,516.42865,-524.89374,7.027454,457.8158,-459.58447,985.8346,157.51637,497.1894,50.5866,668.1654,-16.23103,1720.1754,351.93265,622.7381,-20.37805,381.0985,-505.2137
Texas A&M University,-2793.1873,5137.6753,1851.5247,-808.38257,171.9661,-5517.7104,-309.0296,6102.0825,-3707.2053,-4919.057,-1676.7979,-3199.2183,808.1522,3498.2202,2149.5676,-2037.3599,3338.5625,1206.231,-2112.5413,-9026.312,2543.9622,1401.1056,3473.2615,-1570.7795,1875.5686,-1109.8298,-4712.2446,195.44234,-4410.371,1246.2369,2806.9023,-1148.0813,1280.7897,-2175.532,-2803.7607,6499.1353,507.44498,513.76166,-4601.994,-798.9584,302.30673,-4162.587,-1659.3737,788.08984,2770.6333,-969.2254,-5450.6133,-1539.6656,-53.362747,1164.7366,2244.059,-2312.2854,40.78234,16.301413,436.4288,-97.32922,2777.7021,-1738.9708,-2684.5051,-1051.7495,617.12006,-2749.3533,2190.5642,-755.43536,-4251.6187,5173.334,2768.1335,3588.2576,-5100.228,1500.4841,-1717.108,2652.146,2222.971,234.04958,1888.5085,743.09814,677.5609,2026.7151,-2627.462,-1045.228,-3434.4302,-3228.9182,-1447.5156,2845.5586,-2590.0425,100.85844,2247.978,-2700.2102,4318.155,800.9388,2676.5254,-214.75827,2891.4336,193.52083,8072.445,1385.9224,3050.958,-304.65195,2197.684,-2298.9316
Reed College,-2332.4907,4104.1763,1110.2141,-864.3094,253.87697,-4202.733,-501.27957,4712.858,-2678.767,-3679.6501,-1360.0238,-2362.3923,612.2695,2912.2056,1759.8064,-1530.7318,2525.2366,869.7108,-1275.5907,-7038.877,1664.4889,789.6115,2552.8088,-1306.4246,1524.7274,-794.12756,-3844.963,6.090039,-3440.3066,1123.4768,2244.4827,-852.70197,1202.789,-1362.9191,-2168.7898,4965.5806,343.19922,570.7466,-3459.8223,-506.8074,262.33572,-3101.8228,-1545.4524,701.86316,2140.2742,-1020.7528,-3902.4482,-1263.5248,113.99728,957.9206,1943.8986,-1758.2798,323.43286,268.54758,144.3536,166.1638,2128.6282,-1264.1799,-1823.7573,-902.5436,645.97253,-2194.9866,1737.9857,-483.065,-3119.688,4230.1255,1909.1421,2529.108,-4063.0942,1219.8317,-1407.5724,2354.5586,1667.4232,101.20499,1106.5366,518.9319,394.0731,1569.9921,-1871.6494,-916.95416,-2643.0635,-2726.6362,-1221.3236,2014.824,-1765.1495,124.38974,1943.6246,-2127.9678,3260.1353,825.77954,2276.318,-244.39078,1872.7845,185.87595,6080.4937,910.4907,2360.0564,25.118734,2068.7256,-1737.2744
Penn State,-2206.554,3875.2295,1523.1082,-561.6015,52.939606,-4320.026,-146.15926,4838.901,-2897.3083,-3956.9255,-1448.9897,-2608.1658,640.69476,2695.9773,1641.3809,-1646.6332,2931.0645,925.42444,-1466.5503,-7241.1143,1999.2836,1027.8317,2877.26,-1344.0774,1453.7163,-781.76245,-3830.9631,367.25473,-3431.3174,1185.9496,2364.3406,-853.1993,1003.04926,-1961.4296,-2429.452,5299.51,307.53888,319.65155,-3731.315,-548.5988,374.4324,-3258.815,-1006.92773,665.25806,2320.9146,-389.5958,-4516.4595,-1489.4406,-233.53716,1100.7217,1774.907,-1812.133,104.33505,-130.74178,264.32303,-474.6086,2352.4138,-1122.9679,-2165.8962,-713.70703,405.80264,-2468.7585,1786.731,-502.39792,-3450.7593,4120.953,2103.4531,2799.5068,-4020.969,1163.9735,-1411.1792,1969.1648,1734.4379,96.12328,1804.9985,340.8905,710.7203,1798.897,-1950.7598,-1000.78235,-2809.9182,-2440.1409,-1253.9966,2054.1973,-2176.7612,26.46128,2176.924,-2191.6167,3336.0857,514.6716,2189.9807,-319.8705,2234.1458,172.11388,6306.381,1047.0436,2329.8733,-102.10567,1524.623,-1918.8959
Santa Clara University,-1891.9227,3280.552,1085.0607,-478.75452,133.37506,-3743.8135,-303.39395,3908.7048,-2290.1218,-2884.4421,-1360.5304,-2265.3145,771.4461,2050.2917,1454.9421,-1531.5242,2386.7058,669.0794,-1180.829,-6050.8203,1650.7408,791.19574,2268.7107,-1096.3055,1048.5934,-649.45416,-3246.0627,173.84486,-2828.597,774.1304,2038.4431,-661.61914,565.9124,-1502.5641,-1611.3813,4576.4956,252.75323,274.75986,-3138.9368,-495.24915,242.43408,-2707.7446,-987.20544,672.4292,1687.2716,-256.98706,-3655.8242,-1108.3083,-147.54128,578.57,1610.8578,-1348.6097,296.5651,-65.59852,60.426888,-293.55075,2061.2803,-990.45734,-1845.0817,-397.5743,360.3562,-1914.2867,1385.132,-472.08963,-2712.7087,3269.4668,1758.2948,2269.26,-3284.907,785.70917,-1314.6915,1594.5076,1477.2577,378.60333,1283.6163,426.08862,562.4642,1507.8672,-1719.5787,-471.06543,-2429.1956,-1828.5796,-967.37573,1631.526,-1744.5251,75.65415,1462.925,-1620.7932,3052.632,449.0293,1680.2445,-33.42255,2016.9879,15.44795,5411.144,1016.56055,1962.3536,-198.93413,1298.721,-1612.7423
University of California - Santa Barbara,-2053.9868,3581.7795,1198.7012,-469.43954,85.17451,-3924.737,-409.58142,4182.735,-2454.9504,-3135.1892,-1456.3279,-2451.8186,1017.069,2213.72,1684.7072,-1669.8148,2501.0798,569.12506,-1343.0686,-6482.5645,1736.299,741.9524,2271.9775,-1245.4392,1039.7208,-547.6379,-3611.39,13.39426,-3035.2842,658.89655,2149.8115,-688.5215,367.29556,-1554.2563,-1644.7122,4666.877,247.77724,298.90335,-3271.4153,-536.5763,149.0354,-2978.2046,-1170.2714,731.52954,1723.4004,-274.1289,-3912.04,-1044.6038,-101.91918,755.27594,1666.3264,-1624.1831,251.30849,-30.600422,21.891731,118.91526,2271.669,-1045.8643,-2010.3063,-350.32205,318.24725,-1900.7905,1392.1781,-551.7568,-2837.0942,3411.2463,1871.652,2501.801,-3379.6953,800.8813,-1194.2839,1778.1719,1651.4136,692.42755,1370.107,561.2181,408.5456,1450.3264,-1915.24,-443.32748,-2719.4644,-1918.0334,-1088.3151,1912.5044,-1895.5751,96.45246,1308.2253,-1839.1044,3358.139,438.74466,1845.2588,95.53177,2051.6438,127.65364,5726.273,1260.7528,2210.2659,-199.7025,1426.3531,-1797.1997
Scripps College,-769.78735,1344.8102,340.70755,-242.5814,106.144264,-1408.0736,-155.00987,1547.8762,-942.41437,-1152.4497,-449.1151,-812.1351,287.84705,860.07275,698.08856,-621.7774,939.8458,242.04437,-425.83698,-2361.0305,609.9417,295.99893,897.9714,-380.34576,412.2738,-249.68985,-1336.5441,-1.0586365,-1204.799,290.01044,764.7054,-276.35236,267.8565,-567.9868,-711.984,1713.2119,88.513176,198.64758,-1208.3757,-214.56847,-49.5452,-1006.53125,-460.72443,293.05515,672.87866,-184.78374,-1394.3812,-465.35995,15.000595,341.8836,679.78577,-578.7578,96.250984,-42.807392,93.06601,17.946974,717.66785,-361.17715,-734.04065,-233.47337,81.940926,-672.9106,560.1232,-126.927155,-1002.6452,1423.515,673.1761,966.36694,-1355.793,362.43857,-431.87735,765.6056,636.20325,122.97948,459.04953,180.22493,155.41574,511.2155,-647.6066,-211.84184,-955.91296,-879.2262,-470.5208,738.8064,-587.68524,35.149105,628.41736,-657.8298,1195.7954,246.31667,789.12463,25.379303,760.64923,89.03455,2165.2788,456.26453,815.7486,22.650135,543.4535,-721.38983
Southern Methodist University,-1827.1122,3266.4597,1096.3158,-596.1771,77.608376,-3619.5876,-446.49203,3977.47,-2245.4094,-3014.3306,-1108.9049,-1966.7849,658.9435,2197.959,1473.1908,-1463.4617,2229.4124,586.1174,-1287.1847,-5822.114,1599.4825,824.504,2264.9138,-1012.0382,1129.8241,-613.31195,-3180.0713,52.829765,-2745.986,972.76483,1844.2751,-669.94556,813.7003,-1260.1179,-1752.454,4272.265,130.84995,341.68542,-2993.1846,-496.99557,263.46472,-2741.1924,-1055.0663,502.35495,1679.8519,-735.9349,-3369.7424,-979.0101,-103.51055,773.7763,1552.6407,-1516.3331,169.78004,120.68999,157.48918,-18.055372,1884.0739,-1143.0496,-1784.5146,-564.74945,420.13596,-1734.8671,1472.7887,-519.1174,-2684.0208,3298.3958,1738.1677,2327.755,-3218.637,870.0595,-1028.3933,1671.1227,1387.0148,285.66214,1088.034,445.95624,443.10864,1368.3386,-1698.6627,-498.91388,-2207.1921,-2036.7394,-960.4259,1901.8187,-1658.319,58.092583,1368.6542,-1551.3342,2939.8545,589.8801,1760.4917,-105.56304,1821.4755,69.69749,5242.104,811.4377,1966.9133,-165.73267,1575.4062,-1484.8536
Babson College,-597.1081,1111.4277,319.63416,-212.58992,105.278305,-1264.3588,-147.52867,1308.2051,-711.95,-938.54175,-438.75568,-771.309,249.92786,653.36456,532.18317,-462.08902,681.65985,167.0206,-411.27206,-1949.8755,513.09735,297.19873,734.2888,-371.12073,358.72107,-346.6151,-985.0513,8.973917,-956.46436,212.09145,655.47345,-245.51811,175.3768,-469.01715,-514.7497,1463.1023,111.41961,20.100967,-1025.2163,-236.38661,94.696014,-934.14386,-305.28018,188.2095,582.7023,-53.563465,-1141.4601,-334.87997,-18.371592,221.88835,560.57275,-540.09705,92.187706,-35.825077,39.551624,-5.471542,660.37006,-297.33084,-593.45435,-165.14381,104.33073,-470.05573,323.5079,-187.59254,-893.7468,1071.3622,664.1181,748.2021,-1132.5079,363.1169,-479.6797,489.07516,536.81464,104.176346,369.0819,161.39825,168.46257,455.64658,-648.20886,-64.25319,-770.5865,-617.2434,-395.66678,581.75,-537.2769,67.39112,313.23334,-481.5328,1030.0453,207.35823,496.13232,-14.873347,647.7874,-14.761608,1813.1145,385.98557,719.16833,-113.44631,422.38263,-596.2993
Bryn Mawr College,-987.17145,1811.2865,499.50717,-247.87196,137.89705,-2015.2413,-228.95126,2120.566,-1233.2755,-1619.0706,-625.6932,-1108.9941,401.57065,1276.616,696.02936,-704.31885,1222.0779,380.0608,-643.0846,-3255.6157,886.1307,461.7871,1248.3944,-541.61487,707.7227,-331.0585,-1840.635,19.548819,-1527.2003,503.8528,1041.0605,-389.96973,425.60364,-599.69025,-804.95905,2387.7234,100.616234,173.37253,-1645.5099,-237.91473,132.28429,-1356.2778,-740.38007,364.3939,865.93726,-444.88852,-1819.2788,-503.74045,9.417411,295.74957,814.8651,-734.08453,176.19981,83.84495,54.1137,-2.7008805,984.95154,-569.6402,-873.4038,-283.50262,263.93402,-965.5519,780.5744,-225.1932,-1459.5664,1829.505,891.9168,1099.6454,-1842.9768,499.50824,-668.1017,979.257,762.3757,129.414,494.6092,263.917,177.57472,658.8208,-946.8456,-312.9086,-1196.0377,-1052.8773,-507.21176,941.5833,-763.4665,26.429598,788.3958,-922.59424,1586.6163,318.9534,836.9598,-126.37958,1003.5176,-2.6081865,2796.8347,384.58273,1004.0764,-39.310482,963.8644,-765.4271
North Carolina State University,-2347.8623,4201.935,1500.3751,-657.0596,120.175865,-4595.08,-394.45425,4991.587,-3036.9036,-3960.662,-1638.682,-2863.4263,970.47797,2908.337,1906.3353,-1916.7983,3213.7532,1016.14435,-1405.1272,-7819.7446,2105.963,872.9851,2933.415,-1442.8501,1524.6586,-527.16516,-4374.4585,70.17762,-3556.0518,1128.9325,2537.8503,-744.89343,851.9192,-1865.892,-2178.047,5379.8315,149.21854,488.21512,-3908.9148,-691.0837,257.0529,-3480.8074,-1313.1244,963.96515,2156.1147,-656.34125,-4719.5117,-1399.5698,-100.862045,1056.4136,1841.8215,-1898.1138,289.6555,5.4614816,2.2167478,-41.933598,2540.6028,-1201.6608,-2346.393,-486.5556,563.2022,-2495.6487,1851.1727,-462.19754,-3424.273,4323.0073,2015.9081,2985.342,-4053.4988,1076.8969,-1434.3008,2223.1484,1897.9406,465.79987,1769.4597,750.36444,554.57825,1750.055,-2046.8004,-864.48096,-2976.7458,-2638.9404,-1193.9839,2251.9346,-2213.2605,22.799208,2081.8376,-2309.6348,3640.1638,382.67108,2420.5254,-176.24522,2386.6602,224.17131,6593.672,1042.7649,2361.0513,-221.20825,1812.7343,-1935.2448
